# Language: French

# This file contains the strings displayed during the game in the current language.
# Each line represents a string, representing by its key and then its value.
# The key and the value are separated by one or several tabulation characters.
# The key cannot contain whitespaces and cannot be changed. Only the value has to be translated.
# This file must be encoded in UTF-8.

# The strings having a key with "caption" are displayed
# in the caption text area of the pause menu. They can have one or two lines
# (separated by the '$' character) and a line should never exceed 20 characters.
# For all other strings, the maximum length is indicated in the comments below.

# Map submenu
map.caption.world_map			World Map
map.caption.dungeon_name_1		Temple of$Stupidities
map.caption.dungeon_name_2		Lost and$Found Office

# Quest status submenu
quest_status.caption.rupee_bag_1	Rupee Bag
quest_status.caption.rupee_bag_2	Bigger$Rupee Bag
quest_status.caption.rupee_bag_3	Biggest$Rupee Bag
quest_status.caption.bomb_bag_1		Bomb Bag
quest_status.caption.bomb_bag_2		Bigger$Bomb Bag
quest_status.caption.bomb_bag_3		Biggest$Bomb Bag
quest_status.caption.quiver_1		Quiver
quest_status.caption.quiver_2		Bigger Quiver
quest_status.caption.quiver_3		Biggest Quiver
quest_status.caption.world_map		World Map
quest_status.caption.pieces_of_heart	Pieces of Heart
quest_status.caption.tunic_1		Green$Mail
quest_status.caption.tunic_2		Blue$Mail
quest_status.caption.tunic_3		Red$Mail
quest_status.caption.sword_1		Training Sword
quest_status.caption.sword_2		Laser Sword
quest_status.caption.sword_3		Sword not found
quest_status.caption.sword_4		Excalibur
quest_status.caption.shield_1		Shield
quest_status.caption.shield_2		Fire Shield
quest_status.caption.shield_3		Magic Mirror

# Inventory submenu
inventory.caption.item.feather.1			Roc Feather
inventory.caption.item.bombs_counter.1		Bombs
inventory.caption.item.bow.1				Bow
inventory.caption.item.bow.2				Bow & Arrows
inventory.caption.item.boomerang.1			Boomerang
inventory.caption.item.lamp.1				Lamp
inventory.caption.item.hookshot.1			Hook
inventory.caption.item.bottle_1.1			Magic Bottle$(Empty)
inventory.caption.item.bottle_1.2			Magic Bottle$(Water)
inventory.caption.item.bottle_1.3			Magic Bottle$(Red Potion)
inventory.caption.item.bottle_1.4			Magic Bottle$(Green Potion)
inventory.caption.item.bottle_1.5			Magic Bottle$(Blue Potion)
inventory.caption.item.bottle_1.6			Magic Bottle$(Fairy)

inventory.caption.item.pegasus_shoes.1			Pegasus Shoes
inventory.caption.item.mystic_mirror.1			Mystic Mirror
inventory.caption.item.cane_of_somaria.1		Cane of Somaria
