0	0	Maison de Link
0	1	Outside fields NO
0	2	Outside fields NE
0	3	Outside fields SO
0	4	Outside fields SE
0	5	Maison du boulet
0	6	Maison des pots
0	7	Magasin débile
0	8	Caverne du coffre débile
0	9	Geek House
0	10	Humid house
0	11	New map
0	12	New map
0	13	New map
0	14	New map
0	15	New map
0	16	New map
0	17	New map
0	18	New map
0	19	New map
0	20	Crazy House 1FA
0	21	Crazy House 1FB
0	22	Crazy House 2FA
0	23	Crazy House 2FB
0	24	Crazy House 3F
0	25	New map
0	26	New map
0	27	New map
0	28	New map
0	29	New map
0	30	New map
0	31	New map
0	32	New map
0	33	New map
0	34	New map
0	35	New map
0	36	New map
0	37	New map
0	38	Freaking_cave_1
0	39	Freaking_cave_2
0	40	New map
0	41	New map
0	42	Caverne des fragments de coeur
0	43	Caverne Maudite 0
0	44	Caverne Maudite -1
0	45	Caverne Maudite -2
0	46	Caverne Maudite -3
0	47	Caverne Maudite -4
0	48	Caverne Maudite -5
0	49	Caverne Maudite -6
0	50	Caverne Maudite -7
0	51	Caverne Maudite -8
0	52	Caverne Maudite -9
0	53	Caverne Maudite -10
0	54	Caverne Maudite -11
0	55	Caverne Maudite -12
0	56	Caverne Maudite -13
0	57	Caverne Maudite -14
0	58	Caverne Maudite -15
0	59	Caverne Maudite -16
0	60	Dungeon 1F NW
0	61	Dungeon 1F NE
0	62	Dungeon 1F SW
0	63	Dungeon 1F SE
0	64	Dungeon 2F NW
0	65	Dungeon 2F NE
0	66	Dungeon 2F SW
0	67	Dungeon 2F SE
0	68	Dungeon
0	69	Dungeon
0	70	New map
0	71	New map
0	72	New map
0	73	New map
0	74	New map
0	75	New map
0	76	New map
0	77	New map
0	78	New map
0	79	New map
0	80	New map
0	81	New map
0	82	New map
0	83	New map
0	84	New map
0	85	New map
0	86	New map
0	87	New map
0	88	New map
0	89	New map
0	90	New map
0	91	New map
0	92	New map
0	93	New map
0	94	New map
0	95	New map
0	96	New map
0	97	New map
0	98	New map
0	99	New map
1	0	House
1	1	Light World
1	2	Ice dungeon
1	3	Cave
1	4	Blue dungeon (LW)
1	5	Green dungeon (LW)
1	7	Brown dungeon (LW)
1	8	Blue dungeon (DW)
1	6	Intro
2	agahnim.spc	Agahnim theme
2	beginning.spc	Beginning
2	boss.spc	Boss
2	castle.spc	Castle
2	cave.spc	Cave
2	credits.spc	Credits
2	dark_mountain.spc	Dark Mountain
2	dark_world.spc	Dark World
2	light_world_dungeon.spc	Dungeon (light world)
2	dark_world_dungeon.spc	Dungeon (dark world)
2	dungeon_finished.spc	Dungeon finished
2	eagle_tower.it	Eagle's Tower
2	excalibur.spc	Excalibur
2	fanfare.spc	Fanfare
2	fortune_teller.spc	Fortune Teller
2	ganon_appears.spc	Ganon appears
2	ganon_battle.spc	Ganon battle
2	ganon_theme.spc	Ganon theme
2	great_fairy.spc	Great Fairy
2	village.spc	Kakariko Village
2	legend.spc	Legend
2	lost_woords.spc	Lost Woods
2	mini_game.spc	Mini game
2	overworld.spc	Overworld
2	sanctuary.spc	Sanctuary
2	game_over.spc	Selection menu & Game Over
2	soldiers.spc	Soldiers
2	rabbit.spc	Turned into a rabbit
2	title_screen.spc	Title screen 
2	triforce.spc	Triforce
2	victory.spc	Victory
2	zelda.spc	Zelda theme
3	entities/sign	Sign
3	npc/great_fairy	Great Fairy
3	npc/monkey	Monkey
3	npc/sahasrahla	Sahasrahla
3	npc/thief	Thief
3	npc/wizard	Wizard
3	npc/zelda	Zelda
3	npc/tom	Tom
3	npc/newlink1	Newlink NPC 1
3	npc/newlink2	Newlink NPC 2
3	npc/newlink3	Newlink NPC 3
3	npc/newlink4	Newlink NPC 4
3	npc/newlink5	Newlink NPC 5
3	npc/newlink6	Newlink NPC 6
3	npc/newlink7	Newlink NPC 7
3	npc/newlink8	Newlink NPC 8
3	npc/villager1	ALTTP villager 1
3	npc/villager2	ALTTP villager 2 
3	npc/villager3	ALTTP villager 3
3	npc/static_villager1	ALTTP static villager 1
3	npc/static_villager2	ALTTP static villager 2
3	npc/static_villager3	ALTTP static villager 3
3	npc/static_villager4	ALTTP static villager 4
3	npc/static_villager5	ALTTP static villager 5
3	npc/static_villager6	ALTTP static villager 6
3	npc/static_villager7	ALTTP static villager 7
3	npc/static_villager8	ALTTP static villager 8
3	npc/static_villager9	ALTTP static villager 9
3	npc/static_villager10	ALTTP static villager 10
3	npc/static_villager11	ALTTP static villager 11
3	npc/static_villager12	ALTTP static villager 12
3	npc/static_villager13	ALTTP static villager 13
3	npc/static_villager14	ALTTP static villager 14
3	npc/solarus_child1	Solarus Child 1
3	entities/slot_machine	Casino slot machine
3	entities/frozen_door	Frozen door
3	entities/outside_door	Outside closed door
3	entities/fresco	Intro fresco
3	entities/bed	Hero's bed
3	entities/snores	Snoring (zzz)
3	entities/hint_stone	Hint stone
3	entities/torch	Torch
4	bomb	bomb
4	boss_charge	boss_charge
4	boss_dead	boss_dead
4	boss_fireball	boss_fireball
4	boss_hurt	boss_hurt
4	bounce	bounce
4	bow	bow
4	bush	bush
4	chest_appears	chest_appears
4	chest_open	chest_open
4	cursor	cursor
4	danger	danger
4	door_closed	door_closed
4	door_open	door_open
4	enemy_awake	enemy_awake
4	enemy_hurt	enemy_hurt
4	enemy_killed	enemy_killed
4	explosion	explosion
4	heart	heart
4	hookshot	hookshot
4	ice	ice
4	intro	intro
4	item_in_water	item_in_water
4	jump	jump
4	lamp	lamp
4	lens_of_truth_end	lens_of_truth_end
4	lens_of_truth_start	lens_of_truth_start
4	lift	lift
4	link_dying	link_dying
4	link_falls	link_falls
4	link_hurt	link_hurt
4	link_pushes	link_pushes
4	link_seen	link_seen
