255	255	255
2	0	0	1	24	224	16	16
3	0	0	0	40	224	16	16
14	0	0	1	96	96	8	8
15	0	0	1	104	96	8	8
16	0	0	1	96	104	8	8
17	0	0	1	104	104	8	8
45	0	1	1	0	0	24	24
46	0	1	1	24	0	24	24
47	0	1	1	0	24	24	24
48	0	1	1	24	24	24	24
49	0	1	1	48	0	16	24
50	0	1	1	64	0	24	16
51	0	1	1	48	24	24	16
52	0	1	1	72	16	16	24
53	0	1	1	112	24	24	24
54	0	1	1	88	24	24	24
55	0	1	1	112	0	24	24
56	0	1	1	88	0	24	24
57	0	1	0	0	48	24	24
58	0	1	0	24	48	24	24
59	0	1	0	0	72	24	24
60	0	1	0	24	72	24	24
65	0	1	0	112	72	24	24
66	0	1	0	88	72	24	24
67	0	1	0	112	48	24	24
68	0	1	0	88	48	24	24
69	0	1	1	48	40	8	8
70	0	1	1	56	40	8	8
71	0	1	1	64	40	8	8
72	0	1	1	0	128	8	16
73	0	1	1	8	128	8	16
74	0	1	1	16	144	8	16
75	0	1	1	24	144	8	16
76	0	0	1	0	160	16	16
77	0	0	1	16	176	16	16
78	0	1	1	0	144	16	8
79	0	1	1	16	128	16	8
80	0	1	1	0	152	16	8
81	0	1	1	16	136	16	8
82	0	0	1	0	176	16	16
83	0	0	1	16	160	16	16
88	0	0	1	32	160	16	16
89	0	0	1	48	176	16	16
94	0	0	1	32	176	16	16
95	0	0	1	48	160	16	16
101	0	0	1	8	224	16	16
152	0	0	2	64	160	32	8
153	0	0	2	64	168	32	8
154	0	0	2	64	176	32	8
155	0	0	2	64	184	32	8
160	0	0	2	128	192	8	32
161	0	0	2	136	192	8	32
162	0	0	2	112	192	8	32
163	0	0	2	120	192	8	32
164	0	0	2	96	192	8	32
165	0	0	2	104	192	8	32
170	0	0	2	0	224	8	8
179	0	0	1	112	96	16	8
187	0	0	2	64	192	32	8
188	0	0	2	64	200	32	8
189	0	0	1	0	192	16	16
190	0	0	1	16	192	16	16
191	0	0	1	32	192	16	16
192	0	0	1	48	192	16	16
193	0	0	1	0	208	16	16
194	0	0	1	16	208	16	16
195	0	0	1	32	208	16	16
196	0	0	1	48	208	16	16
232	0	1	0	48	48	16	24
233	0	1	0	64	48	24	16
234	0	1	0	72	64	16	24
235	0	1	0	48	72	24	16
236	0	0	1	112	104	16	8
237	0	0	1	128	96	8	16
238	0	0	1	136	96	8	16
239	0	0	1	144	96	8	8
240	0	0	1	152	96	8	8
241	0	0	1	152	104	8	8
242	0	0	1	144	104	8	8
243	0	6	1	160	96	8	8
244	0	6	1	168	96	8	8
245	0	6	1	168	104	8	8
246	0	6	1	160	104	8	8
247	0	6	1	176	96	8	8
248	0	6	1	176	104	8	8
249	0	6	1	184	104	8	8
250	0	6	1	184	96	8	8
251	0	6	1	200	104	8	8
252	0	6	1	192	104	8	8
253	0	6	1	192	96	8	8
254	0	6	1	200	96	8	8
255	0	-3	0	0	96	16	16
256	0	-3	0	16	96	16	16
257	0	-3	0	16	112	16	16
258	0	-3	0	0	112	16	16
259	0	-3	0	32	96	16	16
260	0	-3	0	32	112	16	16
261	0	-3	0	48	96	16	16
262	0	-3	0	48	112	16	16
263	0	-3	0	64	96	16	16
264	0	-3	0	80	96	16	16
265	0	-3	0	80	112	16	16
266	0	-3	0	64	112	16	16
