255	255	255
1	0	0	1	8	224	16	16
2	0	0	1	24	224	16	16
3	0	0	0	40	224	16	16
4	0	0	1	264	240	8	8
5	0	0	1	280	240	8	8
6	0	0	1	264	256	8	8
7	0	0	1	280	256	8	8
8	0	0	1	272	240	8	8
9	0	0	1	280	248	8	8
10	0	0	1	264	248	8	8
11	0	0	1	272	256	8	8
12	0	1	1	16	256	16	16
13	0	1	1	32	256	16	16
14	0	0	1	96	96	8	8
15	0	0	1	104	96	8	8
16	0	0	1	96	104	8	8
17	0	0	1	104	104	8	8
18	0	0	1	112	96	16	8
19	0	0	1	136	96	8	16
20	0	0	1	128	96	8	16
21	0	0	1	112	104	16	8
22	0	0	1	152	104	8	8
23	0	0	1	144	104	8	8
24	0	0	1	152	96	8	8
25	0	0	1	144	96	8	8
26	0	0	0	96	112	8	8
27	0	0	0	104	112	8	8
28	0	0	0	96	120	8	8
29	0	0	0	104	120	8	8
30	0	0	0	112	112	16	8
31	0	0	0	136	112	8	16
32	0	0	0	128	112	8	16
33	0	0	0	112	120	16	8
34	0	0	0	152	120	8	8
35	0	0	0	144	120	8	8
36	0	0	0	152	112	8	8
37	0	0	0	144	112	8	8
38	0	1	1	0	272	16	16
39	0	1	1	16	272	16	16
40	0	1	1	0	288	16	16
41	0	1	1	16	288	16	16
42	0	1	1	48	240	16	32
43	0	1	1	80	240	16	32
44	0	1	1	64	240	16	32
45	0	1	1	0	0	24	24
46	0	1	1	24	0	24	24
47	0	1	1	0	24	24	24
48	0	1	1	24	24	24	24
49	0	1	1	48	0	16	24
50	0	1	1	64	0	24	16
51	0	1	1	48	24	24	16
52	0	1	1	72	16	16	24
53	0	1	1	112	24	24	24
54	0	1	1	88	24	24	24
55	0	1	1	112	0	24	24
56	0	1	1	88	0	24	24
57	0	1	0	0	48	24	24
58	0	1	0	24	48	24	24
59	0	1	0	0	72	24	24
60	0	1	0	24	72	24	24
65	0	1	0	112	72	24	24
66	0	1	0	88	72	24	24
67	0	1	0	112	48	24	24
68	0	1	0	88	48	24	24
69	0	1	1	48	40	8	8
70	0	1	1	56	40	8	8
71	0	1	1	64	40	8	8
72	0	1	1	0	128	8	16
73	0	1	1	8	128	8	16
74	0	1	1	16	144	8	16
75	0	1	1	24	144	8	16
76	0	0	1	0	160	16	16
77	0	0	1	16	176	16	16
78	0	1	1	0	144	16	8
79	0	1	1	16	128	16	8
80	0	1	1	0	152	16	8
81	0	1	1	16	136	16	8
82	0	0	1	0	176	16	16
83	0	0	1	16	160	16	16
84	0	1	1	32	128	8	16
85	0	1	1	48	144	8	16
86	0	1	1	40	128	8	16
87	0	1	1	56	144	8	16
88	0	0	1	32	160	16	16
89	0	0	1	48	176	16	16
90	0	1	1	32	144	16	8
91	0	1	1	48	128	16	8
92	0	1	1	32	152	16	8
93	0	1	1	48	136	16	8
94	0	0	1	32	176	16	16
95	0	0	1	48	160	16	16
108	0	1	1	176	240	32	16
109	0	1	1	48	272	16	32
110	0	1	1	80	272	16	32
111	0	1	1	64	272	16	32
112	0	1	1	152	240	8	8
113	0	1	1	168	240	8	8
114	0	1	1	152	256	8	8
115	0	1	1	168	256	8	8
116	0	1	1	160	240	8	8
117	0	1	1	168	248	8	8
118	0	1	1	152	248	8	8
119	0	1	1	160	256	8	8
120	0	1	1	160	264	8	8
121	0	1	1	160	248	8	8
122	0	1	1	152	264	8	8
123	0	1	1	168	264	8	8
124	0	1	1	176	256	8	16
125	0	1	1	232	264	32	40
126	0	1	1	264	264	24	40
129	0	1	1	152	272	32	32
130	0	1	1	96	240	32	24
131	0	1	1	128	240	24	32
132	0	1	1	96	264	24	32
133	0	1	1	120	272	32	24
