255	255	255
2	0	0	1	24	224	16	16
3	2	-3	1	40	224	16	16
14	0	0	1	96	96	8	8
15	0	0	1	104	96	8	8
16	0	0	1	96	104	8	8
17	0	0	1	104	104	8	8
45	0	1	1	0	0	24	24
46	0	1	1	24	0	24	24
47	0	1	1	0	24	24	24
48	0	1	1	24	24	24	24
49	0	1	1	48	0	16	24
50	0	1	1	64	0	24	16
51	0	1	1	48	24	24	16
52	0	1	1	72	16	16	24
53	0	1	1	112	24	24	24
54	0	1	1	88	24	24	24
55	0	1	1	112	0	24	24
56	0	1	1	88	0	24	24
57	0	1	0	0	48	24	24
58	0	1	0	24	48	24	24
59	0	1	0	0	72	24	24
60	0	1	0	24	72	24	24
65	0	1	0	112	72	24	24
66	0	1	0	88	72	24	24
67	0	1	0	112	48	24	24
68	0	1	0	88	48	24	24
69	0	1	1	48	40	8	8
70	0	1	1	56	40	8	8
71	0	1	1	64	40	8	8
72	0	1	1	0	128	8	16
73	0	1	1	8	128	8	16
74	0	1	1	16	144	8	16
75	0	1	1	24	144	8	16
76	0	0	1	0	160	16	16
77	0	0	1	16	176	16	16
78	0	1	1	0	144	16	8
79	0	1	1	16	128	16	8
80	0	1	1	0	152	16	8
81	0	1	1	16	136	16	8
82	0	0	1	0	176	16	16
83	0	0	1	16	160	16	16
88	0	0	1	32	160	16	16
89	0	0	1	48	176	16	16
94	0	0	1	32	176	16	16
95	0	0	1	48	160	16	16
152	0	0	2	64	160	32	8
153	0	0	2	64	168	32	8
160	0	0	2	128	192	8	32
161	0	0	2	136	192	8	32
162	0	0	2	112	192	8	32
163	0	0	2	120	192	8	32
164	0	0	2	96	192	8	32
165	0	0	2	104	192	8	32
170	0	0	2	0	224	8	8
179	0	0	1	112	96	16	8
189	0	0	1	0	192	16	16
190	0	0	1	16	192	16	16
191	0	0	1	32	192	16	16
192	0	0	1	48	192	16	16
193	0	0	1	0	208	16	16
194	0	0	1	16	208	16	16
195	0	0	1	32	208	16	16
196	0	0	1	48	208	16	16
232	0	1	0	48	48	16	24
233	0	1	0	64	48	24	16
234	0	1	0	72	64	16	24
235	0	1	0	48	72	24	16
236	0	0	1	112	104	16	8
