walking enemies/red_bullblin.png 4 200 0
0	0	48	48	24	29	2	2
0	48	48	48	24	29	2	2
0	96	48	48	24	29	2	2
0	144	48	48	24	29	2	2

immobilized enemies/red_bullblin.png 4 0 -1
288	0	48	48	24	29	1	1
288	48	48	48	24	29	1	1
288	96	48	48	24	29	1	1
288	144	48	48	24	29	1	1

shaking enemies/red_bullblin.png 4 50 0
288	0	48	48	24	29	2	2
288	48	48	48	24	29	2	2
288	96	48	48	24	29	2	2
288	144	48	48	24	29	2	2

hurt enemies/red_bullblin.png 4 50 0
192	0	48	48	24	29	3	3
192	48	48	48	24	29	3	3
192	96	48	48	24	29	3	3
192	144	48	48	24	29	3	3

