egg enemies/minillosaur_egg.png 4 0 -1
0   0   32  32  16  20  4   4
0   0   32  32  16  20  4   4
0   0   32  32  16  20  4   4
0   0   32  32  16  20  4   4

egg_breaking enemies/minillosaur_egg.png 4 200 -1
0   32  24  32  12  20  2   2
0   32  24  32  12  20  2   2
0   32  24  32  12  20  2   2
0   32  24  32  12  20  2   2

walking enemies/minillosaur_egg.png 4 200 0
0	64	32	24	16	12	2	2
0	64	32	24	16	12	2	2
0	64	32	24	16	12	2	2
0	64	32	24	16	12	2	2

immobilized enemies/minillosaur_egg.png 4 0 -1
32	64	32	24	16	12	1	1
32	64	32	24	16	12	1	1
32	64	32	24	16	12	1	1
32	64	32	24	16	12	1	1

shaking enemies/minillosaur_egg.png 4 50 0
32	64	32	24	16	12	2	2
32	64	32	24	16	12	2	2
32	64	32	24	16	12	2	2
32	64	32	24	16	12	2	2

hurt enemies/minillosaur_egg.png 4 50 0
0	88	32	24	16	12	3	3
0	88	32	24	16	12	3	3
0	88	32	24	16	12	3	3
0	88	32	24	16	12	3	3

