576	448	-1	-100	160	2680	1200	3	same
0	0	64	64	448	320	170
0	0	40	40	24	24	57
0	0	64	40	448	24	224
0	0	40	64	24	320	227
0	0	512	40	24	24	58
0	0	512	64	24	320	225
0	0	40	384	24	24	59
0	0	512	384	24	24	60
0	0	64	384	448	24	226
0	0	512	256	16	8	290
0	0	512	280	16	8	291
0	0	512	264	16	16	296
0	0	64	64	48	40	385
0	0	64	104	8	8	69
0	0	104	104	8	8	69
0	0	104	80	8	8	69
0	0	104	88	8	16	71
0	0	72	104	32	8	70
0	0	344	240	8	8	69
0	0	400	240	8	8	69
0	0	320	240	8	8	69
0	0	320	280	8	8	69
0	0	432	240	8	8	69
0	0	432	192	8	8	69
0	0	504	192	8	8	69
0	0	432	280	8	8	69
0	0	432	328	8	8	69
0	0	504	328	8	8	69
0	0	456	328	8	8	69
0	0	480	328	8	8	69
0	0	440	192	64	8	70
0	0	488	328	16	8	70
0	0	440	328	16	8	70
0	0	328	280	104	8	70
0	0	328	240	16	8	70
0	0	408	240	24	8	70
0	0	320	248	8	32	71
0	0	432	288	8	40	71
0	0	432	200	8	40	71
0	0	432	304	8	8	69
0	0	456	304	8	8	69
0	0	480	304	8	8	69
0	0	504	304	8	8	69
0	0	488	304	16	8	70
0	0	440	304	16	8	70
0	0	408	264	8	8	69
0	0	408	280	8	8	69
0	0	408	272	8	8	71
0	0	432	272	8	8	71
0	0	432	264	8	8	69
0	0	528	264	48	16	3
0	0	536	256	40	8	70
0	0	536	280	40	8	70
5	0	64	64	chest	0	fire_stone	1	140
18	0	96	64	door	1	2	147
18	0	112	64	door_2	1	2	148
18	0	224	112	door_3	1	2	149
18	0	144	144	door_4	1	2	150
5	0	208	64	chest_2	0	small_key	1	141
5	0	496	64	chest_3	0	small_key	1	142
5	0	64	112	chest_4	0	small_key	1	143
5	0	80	160	chest_5	0	small_key	1	144
5	0	96	208	chest_6	0	small_key	1	145
5	0	464	200	chest_7	0	small_key	1	146
17	0	136	77	0
17	0	152	77	0
17	0	168	77	0
17	0	184	77	5
17	0	200	77	4
17	0	232	77	0
17	0	248	77	7
17	0	264	77	0
17	0	280	77	6
17	0	296	77	6
17	0	312	77	6
17	0	328	77	6
17	0	360	77	6
17	0	344	77	4
17	0	376	77	4
17	0	424	77	4
17	0	392	77	5
17	0	408	77	5
17	0	472	77	4
17	0	440	77	5
17	0	456	77	5
17	0	152	93	4
17	0	184	93	5
17	0	168	93	7
17	0	200	93	4
17	0	248	93	2
17	0	264	93	2
17	0	280	93	1
17	0	296	93	1
17	0	312	93	6
17	0	328	93	6
17	0	360	93	6
17	0	344	93	2
17	0	376	93	2
17	0	392	93	7
17	0	408	93	3
17	0	424	93	7
17	0	440	93	3
17	0	456	93	3
17	0	136	109	6
17	0	120	109	2
17	0	152	109	2
17	0	168	109	6
17	0	184	109	0
17	0	200	109	0
17	0	216	109	2
17	0	232	109	0
17	0	248	109	0
17	0	264	109	3
17	0	280	109	7
17	0	296	109	4
17	0	312	109	6
17	0	328	109	0
17	0	344	109	7
17	0	360	109	3
17	0	376	109	0
17	0	392	109	7
17	0	408	109	5
17	0	424	109	3
17	0	440	109	4
17	0	456	109	2
17	0	472	109	4
17	0	504	109	2
17	0	488	109	0
17	0	136	125	6
17	0	120	125	2
17	0	152	125	2
17	0	168	125	6
17	0	88	125	0
17	0	104	125	0
17	0	184	125	7
17	0	216	125	3
17	0	200	125	4
17	0	280	125	3
17	0	296	125	6
17	0	328	125	1
17	0	360	125	1
17	0	376	125	6
17	0	344	125	6
17	0	392	125	4
17	0	408	125	6
17	0	424	125	0
17	0	440	125	0
17	0	456	125	7
17	0	472	125	2
17	0	488	125	7
17	0	504	125	3
17	0	88	141	2
17	0	104	141	5
17	0	120	141	4
17	0	136	141	4
17	0	152	141	2
17	0	168	141	0
17	0	184	141	1
17	0	200	141	7
17	0	216	141	2
17	0	248	141	4
17	0	264	141	4
17	0	296	141	6
