640	480	-1	0	1504	1016	-1	3	cave.spc
0	0	64	64	512	352	3
0	0	96	248	304	8	217
0	0	568	384	8	32	219
0	0	368	176	208	8	216
0	0	40	40	24	24	57
0	0	64	40	304	24	224
0	0	576	152	24	24	58
0	0	576	160	24	64	225
0	0	576	416	24	24	60
0	0	40	416	24	24	59
0	0	64	416	512	24	226
0	0	40	64	24	352	227
0	0	64	64	304	8	216
0	0	64	408	512	8	217
0	0	568	160	8	64	219
0	0	64	64	8	352	218
0	0	64	64	8	8	212
0	0	568	176	8	8	213
0	0	64	408	8	8	214
0	0	568	408	8	8	215
0	0	40	112	24	24	59
0	0	64	112	208	24	226
0	0	64	200	208	24	224
0	0	264	128	24	80	227
0	0	264	200	24	24	68
0	0	264	112	24	24	66
0	0	40	200	24	24	57
0	0	64	104	224	8	217
0	0	64	224	224	8	216
0	0	288	112	8	112	218
0	0	288	224	8	8	222
0	0	288	104	8	8	221
0	0	368	40	24	24	58
0	0	368	64	24	96	225
0	0	384	152	192	24	224
0	0	368	152	24	24	67
0	0	360	64	8	96	219
0	0	360	176	8	8	223
0	0	288	128	80	128	422
0	0	576	208	24	24	60
0	0	416	208	160	24	226
0	0	400	224	24	32	225
0	0	400	200	176	8	217
0	0	392	208	8	48	219
0	0	400	256	24	24	60
0	0	112	256	288	24	226
0	0	400	208	24	24	65
0	0	96	272	24	96	225
0	0	112	360	16	24	224
0	0	64	224	8	8	212
0	0	96	360	24	24	67
0	0	96	256	24	24	65
0	0	128	360	448	24	224
0	0	576	360	24	24	58
0	0	576	384	24	32	225
0	0	96	384	480	8	216
0	0	568	384	8	8	213
0	0	392	200	8	8	220
0	0	392	248	8	8	215
0	0	88	256	8	128	219
0	0	88	384	8	8	223
0	0	88	248	8	8	220
0	0	152	368	16	24	359
0	0	168	368	8	24	362
0	0	144	368	8	24	361
0	0	104	48	16	16	250
0	0	120	48	8	16	286
0	0	96	48	8	16	285
0	0	208	416	16	16	294
0	0	200	416	8	16	288
0	0	224	416	8	16	287
0	0	208	432	16	32	3
0	0	208	464	16	8	70
0	0	200	440	8	24	71
0	0	224	440	8	24	71
0	0	568	200	8	8	215
0	0	288	128	8	8	328
0	0	296	128	64	8	332
0	0	360	128	8	8	331
0	0	288	136	8	112	333
0	0	360	248	8	8	330
0	0	288	248	8	8	329
0	0	296	248	64	8	334
0	0	360	136	8	112	335
9	0	248	253	block	-1	entities/block	1	0	1
7	0	80	317	enemy	3	blue_hardhat_beetle	0	-1	_random	1	-1
19	0	152	368	stairs	1	4
7	0	400	405	enemy_4	3	blue_hardhat_beetle	0	-1	_random	1	-1
9	0	232	253	block_2	-1	entities/block	1	0	1
1	0	216	429	from_outside	1	0
2	0	208	448	16	16	teletransporter	0	1	7	from_east_mountains_cave_1f
1	0	112	61	from_2f_w	3	0
7	0	264	88	enemy_6	3	bubble	0	-1	_random	1	-1
0	1	64	40	96	8	413
0	1	392	40	208	112	2
0	1	392	40	208	8	179
0	1	16	16	24	24	45
0	1	600	16	24	24	46
0	1	600	440	24	24	48
0	1	16	440	24	24	47
0	1	40	16	560	24	49
0	1	16	40	24	400	51
0	1	40	440	560	24	52
0	1	600	40	24	400	50
0	1	16	136	24	24	47
0	1	40	136	208	24	52
0	1	40	176	208	24	49
0	1	16	176	24	24	45
0	1	240	152	24	32	51
0	1	240	176	24	24	56
0	1	240	136	24	24	54
0	1	472	40	8	8	69
0	1	472	144	8	8	69
0	1	472	48	8	96	71
0	1	392	40	8	8	69
0	1	392	64	8	8	69
0	1	392	48	8	16	71
0	1	592	40	8	112	182
0	1	592	40	8	8	15
0	1	120	280	304	80	2
0	1	424	232	176	128	2
0	1	424	232	8	8	69
0	1	424	280	8	8	69
0	1	392	280	8	8	69
0	1	400	280	24	8	70
0	1	424	240	8	40	71
0	1	592	232	8	128	182
0	1	512	104	32	32	364
0	1	568	144	8	8	69
0	1	592	144	8	8	69
0	1	576	144	16	8	70
0	1	568	232	8	8	69
0	1	592	232	8	8	69
0	1	576	232	16	8	70
0	1	568	352	8	8	69
0	1	592	352	8	8	69
0	1	576	352	16	8	70
0	1	144	360	32	8	363
