960	432	-1	1	512	152	-1	3	cave.spc
0	0	496	64	96	256	3
0	0	544	40	48	24	224
0	0	560	304	192	64	3
0	0	752	240	144	128	3
0	0	496	320	48	16	345
0	0	496	336	64	32	345
0	0	496	144	48	8	216
0	0	496	144	8	176	218
0	0	112	320	272	48	3
0	0	376	320	8	48	219
0	0	64	64	320	48	3
0	0	224	112	160	96	3
0	0	40	40	24	24	57
0	0	64	40	320	24	224
0	0	40	64	24	304	227
0	0	384	40	24	24	58
0	0	384	64	24	144	225
0	0	40	368	24	24	59
0	0	64	368	320	24	226
0	0	384	368	24	24	60
0	0	232	384	16	32	3
0	0	224	392	8	24	71
0	0	232	416	16	8	70
0	0	248	392	8	24	71
0	0	248	368	8	16	287
0	0	224	368	8	16	288
0	0	232	368	16	16	294
0	0	168	48	16	16	251
0	0	160	48	8	16	285
0	0	184	48	8	16	286
0	0	200	128	24	80	227
0	0	112	128	24	176	225
0	0	128	112	80	24	226
0	0	112	112	24	24	65
0	0	200	112	24	24	66
0	0	64	112	48	256	3
0	0	128	296	256	24	224
0	0	384	296	24	24	58
0	0	384	320	24	48	225
0	0	112	296	24	24	67
0	0	64	360	320	8	217
0	0	112	104	112	8	217
0	0	104	112	8	208	219
0	0	112	320	272	8	216
0	0	64	64	8	304	218
0	0	64	64	320	8	216
0	0	200	208	24	24	59
0	0	384	208	24	24	60
0	0	224	208	160	24	226
0	0	376	64	8	144	219
0	0	224	112	8	96	218
0	0	224	200	160	8	217
0	0	376	64	8	8	213
0	0	376	320	8	8	213
0	0	104	320	8	8	223
0	0	104	104	8	8	220
0	0	224	104	8	8	221
0	0	64	360	8	8	214
0	0	224	200	8	8	214
0	0	64	64	8	8	212
0	0	368	200	8	8	215
0	0	376	360	8	8	215
0	0	328	208	8	16	288
0	0	352	208	8	16	287
0	0	336	208	16	16	294
0	0	336	304	16	16	293
0	0	352	304	8	16	286
0	0	328	304	8	16	285
0	0	336	224	16	80	3
0	0	328	232	8	64	71
0	0	352	232	8	64	71
0	0	472	120	24	24	57
0	0	496	144	8	8	212
0	0	592	40	24	24	58
0	0	496	120	32	24	224
0	0	592	64	24	224	225
0	0	472	144	24	224	227
0	0	384	160	16	16	296
0	0	384	176	16	8	291
0	0	384	152	16	8	290
0	0	480	160	16	16	295
0	0	480	176	16	8	292
0	0	480	152	16	8	289
0	0	400	160	80	16	3
0	0	408	152	64	8	70
0	0	408	176	64	8	70
0	0	552	48	8	16	285
0	0	576	48	8	16	286
0	0	608	280	128	24	224
0	0	472	368	24	24	59
0	0	496	368	400	24	226
0	0	496	320	16	16	316
0	0	512	320	32	16	320
0	0	496	352	16	16	319
0	0	512	352	48	16	322
0	0	496	336	16	16	321
0	0	544	320	16	16	3
0	0	536	320	8	16	335
0	0	536	336	8	8	339
0	0	544	336	8	8	332
0	0	552	336	8	8	331
0	0	552	344	8	24	335
0	0	592	304	160	8	216
0	0	560	360	336	8	217
0	0	896	368	24	24	60
0	0	728	216	24	24	57
0	0	896	216	24	24	58
0	0	896	240	24	128	225
0	0	728	240	24	48	227
0	0	752	216	144	24	224
0	0	728	280	24	24	68
0	0	752	240	144	8	216
0	0	752	240	8	64	218
0	0	888	240	8	128	219
0	0	752	240	8	8	212
0	0	888	240	8	8	213
0	0	888	360	8	8	215
0	0	752	304	8	8	222
0	0	816	384	16	32	3
0	0	808	392	8	24	71
0	0	816	416	16	8	70
0	0	832	392	8	24	71
0	0	832	368	8	16	287
0	0	808	368	8	16	288
0	0	816	368	16	16	294
0	0	312	200	8	8	69
0	0	312	192	8	8	71
0	0	312	184	8	8	69
0	0	320	184	48	8	70
0	0	368	184	8	8	69
0	0	368	192	8	8	71
0	0	368	200	8	8	69
0	0	256	96	128	48	420
0	0	256	144	48	64	420
0	0	560	48	16	16	250
0	0	648	304	48	64	422
0	0	648	312	8	48	333
0	0	688	312	8	48	335
0	0	648	304	8	8	328
0	0	656	304	32	8	332
0	0	688	304	8	8	331
0	0	688	360	8	8	330
0	0	656	360	32	8	334
0	0	648	360	8	8	329
0	0	752	240	144	48	422
0	0	760	280	88	8	334
0	0	848	288	48	48	422
0	0	848	288	8	40	333
0	0	856	328	32	8	334
0	0	848	328	8	8	329
0	0	848	280	8	8	337
0	0	752	248	8	32	333
0	0	752	240	8	8	328
0	0	760	240	128	8	332
0	0	752	280	8	8	329
0	0	888	248	8	80	335
0	0	888	240	8	8	331
0	0	888	328	8	8	330
0	0	544	64	48	8	216
0	0	584	64	8	8	213
0	0	544	64	8	80	218
0	0	544	144	8	8	222
0	0	520	40	24	24	57
0	0	520	64	24	64	227
0	0	520	120	24	24	68
0	0	584	64	8	240	219
0	0	592	280	24	24	67
0	0	584	304	8	8	223
0	0	496	208	96	64	422
0	0	496	216	8	48	333
0	0	584	216	8	48	335
0	0	496	208	8	8	328
0	0	504	208	80	8	332
0	0	584	208	8	8	331
0	0	584	264	8	8	330
0	0	504	264	80	8	334
0	0	496	264	8	8	329
2	0	232	400	16	16	teletransporter_3	0	1	8	from_west_mountain_cave_2f_w
2	0	816	400	16	16	teletransporter_2	0	1	8	from_west_mountain_cave_2f_e
1	0	824	381	from_outside_e	1	0
1	0	240	381	from_outside_w	1	0
2	0	496	320	48	16	teletransporter	0	1	91	_same
2	0	496	336	64	32	teletransporter_4	0	1	91	_same
1	0	176	61	from_1f	3	0
2	0	168	48	16	16	teletransporter_5	0	1	91	from_2f
19	0	168	48	stairs	1	1
1	0	568	61	from_3f	3	0
2	0	560	48	16	16	teletransporter_6	0	1	94	from_2f
19	0	560	48	stairs_2	1	0
1	0	592	349	from_3f_hole	-1	0
0	1	472	144	8	64	417
0	1	400	128	8	96	418
0	1	160	40	32	8	311
0	1	552	40	32	8	311
0	1	304	224	96	8	414
0	1	16	16	24	24	45
0	1	40	16	368	24	49
0	1	16	40	24	352	51
0	1	408	40	24	192	50
0	1	408	16	24	24	46
0	1	408	392	24	24	48
0	1	16	392	24	24	47
0	1	40	392	368	24	52
0	1	192	384	96	8	414
0	1	224	384	32	8	312
0	1	168	40	16	8	348
0	1	176	152	24	80	51
0	1	136	152	24	128	50
0	1	152	136	32	24	52
0	1	136	136	24	24	53
0	1	176	136	24	24	54
0	1	152	272	256	24	49
0	1	408	272	24	24	46
0	1	408	296	24	96	50
0	1	136	272	24	24	55
0	1	408	232	24	24	48
0	1	176	232	24	24	47
0	1	200	232	208	24	52
0	1	304	296	96	8	413
0	1	328	296	32	8	311
0	1	328	224	32	8	312
0	1	448	96	24	24	45
0	1	616	16	24	24	46
0	1	472	96	32	24	49
0	1	448	120	24	272	51
0	1	616	40	24	224	50
0	1	400	152	8	32	308
0	1	472	152	8	32	307
0	1	560	40	16	8	346
0	1	632	256	80	24	49
0	1	448	392	24	24	47
0	1	472	392	448	24	52
0	1	920	392	24	24	48
0	1	920	216	24	176	50
0	1	920	192	24	24	46
0	1	728	192	192	24	49
0	1	704	192	24	24	45
0	1	704	216	24	48	51
0	1	704	256	24	24	56
0	1	768	384	96	8	414
0	1	808	384	32	8	312
0	1	520	16	96	24	49
0	1	496	16	24	24	45
0	1	496	40	24	64	51
0	1	496	96	24	24	56
0	1	616	256	24	24	55
0	2	0	0	960	16	170
0	2	0	16	16	400	170
0	2	432	16	16	400	170
0	2	0	416	960	16	170
0	2	160	160	16	96	170
0	2	160	256	272	16	170
0	2	704	16	240	176	170
0	2	944	16	16	400	170
0	2	640	16	64	240	170
0	2	448	16	48	80	170
