320	240	-1	0	528	2464	-1	3	cave.spc
0	0	16	16	24	24	45
0	0	280	16	24	24	46
0	0	280	200	24	24	48
0	0	16	200	24	24	47
0	0	40	200	240	24	52
0	0	280	40	24	160	50
0	0	40	16	240	24	49
0	0	16	40	24	160	51
0	0	40	40	8	8	14
0	0	272	40	8	8	15
0	0	272	192	8	8	17
0	0	40	192	8	8	16
0	0	48	40	224	8	179
0	0	48	192	96	8	180
0	0	40	48	8	144	181
0	0	272	48	8	144	182
0	0	48	48	224	144	2
0	0	120	104	24	32	50
0	0	136	88	48	24	52
0	0	136	128	48	24	49
0	0	176	104	24	32	51
0	0	120	88	24	24	53
0	0	120	128	24	24	55
0	0	176	128	24	24	56
0	0	176	88	24	24	54
0	0	120	152	80	8	179
0	0	120	80	80	8	180
0	0	200	88	8	64	181
0	0	112	88	8	64	182
0	0	200	80	8	8	184
0	0	112	152	8	8	186
0	0	200	152	8	8	185
0	0	112	80	8	8	183
0	0	152	192	16	24	379
0	0	168	200	8	16	378
0	0	144	200	8	16	377
0	0	144	192	8	8	184
0	0	168	192	8	8	183
0	0	176	192	96	8	180
0	0	152	136	16	16	250
0	0	144	136	8	16	304
0	0	168	136	8	16	301
0	0	152	216	16	32	2
0	0	144	224	8	16	71
0	0	168	224	8	16	71
0	0	152	240	16	8	70
0	0	224	152	16	16	369
0	0	224	72	16	16	369
0	0	80	152	16	16	369
0	0	80	72	16	16	369
8	0	88	85	torch_1	-1	0	entities/torch	item#lamp
8	0	88	165	torch_2	-1	0	entities/torch	item#lamp
8	0	232	165	torch_3	-1	0	entities/torch	item#lamp
8	0	232	85	torch_4	-1	0	entities/torch	item#lamp
1	0	160	213	from_outside	1	0
2	0	152	224	16	16	to_outside	0	1	3	out_bomb_cave
1	0	160	149	from_2F	3	0
2	0	152	136	16	16	to_2F	0	1	35	from_1F
19	0	152	136	stairs_1	1	0
18	0	144	136	door	1	0	-1
13	0	160	165	16	16	close_door_sensor	0
0	2	112	216	96	8	412
0	2	0	0	320	16	170
0	2	0	224	320	16	170
0	2	304	16	16	208	170
0	2	0	16	16	208	170
0	2	144	112	32	16	170
0	2	144	216	32	8	400
10	2	144	128	32	8	door_open_2	309	0
10	2	152	128	16	8	door_open	346	1
