stopped enemies/khorneth.png 4 0 -1
0	144	88	72	44	65	1	1
0	144	88	72	44	65	1	1
0	144	88	72	44	65	1	1
0	144	88	72	44	65	1	1

walking enemies/khorneth.png 4 250 0
0	144	88	72	44	65	4	4
0	144	88	72	44	65	4	4
0	144	88	72	44	65	4	4
0	144	88	72	44	65	4	4

hurt enemies/khorneth.png 4 50 0
352	144	88	72	44	65	3	3
352	144	88	72	44	65	3	3
352	144	88	72	44	65	3	3
352	144	88	72	44	65	3	3

left_blade_attack enemies/khorneth.png 4 100 -1
0	360	88	72	60	65	11	11
0	360	88	72	60	65	11	11
0	360	88	72	60	65	11	11
0	360	88	72	60	65	11	11

right_blade_attack enemies/khorneth.png 4 100 -1
0	576	88	72	44	65	11	11
0	576	88	72	44	65	11	11
0	576	88	72	44	65	11	11
0	576	88	72	44	65	11	11

