255	255	255
1	0	0	0	8	224	16	16
2	0	0	0	24	224	16	16
3	0	0	0	40	224	16	16
4	0	0	0	264	240	8	8
5	0	0	0	280	240	8	8
6	0	0	0	264	256	8	8
7	0	0	0	280	256	8	8
8	0	0	0	272	240	8	8
9	0	0	0	280	248	8	8
10	0	0	0	264	248	8	8
11	0	0	0	272	256	8	8
12	0	1	0	16	256	16	16
13	0	1	0	32	256	16	16
14	0	0	0	96	96	8	8
15	0	0	0	104	96	8	8
16	0	0	0	96	104	8	8
17	0	0	0	104	104	8	8
18	0	0	0	112	96	16	8
19	0	0	0	136	96	8	16
20	0	0	0	128	96	8	16
21	0	0	0	112	104	16	8
22	0	0	0	152	104	8	8
23	0	0	0	144	104	8	8
24	0	0	0	152	96	8	8
25	0	0	0	144	96	8	8
26	0	0	0	96	112	8	8
27	0	0	0	104	112	8	8
28	0	0	0	96	120	8	8
29	0	0	0	104	120	8	8
30	0	0	0	112	112	16	8
31	0	0	0	136	112	8	16
32	0	0	0	128	112	8	16
33	0	0	0	112	120	16	8
34	0	0	0	152	120	8	8
35	0	0	0	144	120	8	8
36	0	0	0	152	112	8	8
37	0	0	0	144	112	8	8
38	0	1	0	0	272	16	16
39	0	1	0	16	272	16	16
40	0	1	0	0	288	16	16
41	0	1	0	16	288	16	16
42	0	1	0	48	240	16	32
43	0	1	0	80	240	16	32
44	0	1	0	64	240	16	32
45	0	1	0	0	0	24	24
46	0	1	0	24	0	24	24
47	0	1	0	0	24	24	24
48	0	1	0	24	24	24	24
49	0	1	0	48	0	16	24
50	0	1	0	64	0	24	16
51	0	1	0	48	24	24	16
52	0	1	0	72	16	16	24
53	0	1	0	112	24	24	24
54	0	1	0	88	24	24	24
55	0	1	0	112	0	24	24
56	0	1	0	88	0	24	24
57	0	1	0	0	48	24	24
58	0	1	0	24	48	24	24
59	0	1	0	0	72	24	24
60	0	1	0	24	72	24	24
65	0	1	0	112	72	24	24
66	0	1	0	88	72	24	24
67	0	1	0	112	48	24	24
68	0	1	0	88	48	24	24
