walking enemies/ganon.png 4 0 -1
0	64	64	64	32	53	1	1
0	0	64	64	32	53	1	1
0	64	64	64	32	53	1	1
0	64	64	64	32	53	1	1

immobilized enemies/ganon.png 4 0 -1
192	128	64	64	32	53	1	1
192	128	64	64	32	53	1	1
192	128	64	64	32	53	1	1
192	128	64	64	32	53	1	1

shaking enemies/ganon.png 4 50 0
192	128	64	64	32	53	2	2
192	128	64	64	32	53	2	2
192	128	64	64	32	53	2	2
192	128	64	64	32	53	2	2

hurt enemies/ganon.png 4 50 0
64	128	64	64	32	53	3	3
64	128	64	64	32	53	3	3
64	128	64	64	32	53	3	3
64	128	64	64	32	53	3	3

jumping enemies/ganon.png 4 75 -1
0	192	64	64	32	61	10	5
0	192	64	64	32	61	10	5
0	192	64	64	32	61	10	5
0	192	64	64	32	61	10	5

