walking enemies/snap_dragon.png 4 0 -1
0	0	24	24	12	21	1	1
0	24	24	24	12	21	1	1
0	48	24	24	12	21	1	1
0	72	24	24	12	21	1	1

bite enemies/snap_dragon.png 4 200 -1
24	0	24	24	12	21	1	1
24	24	24	24	12	21	1	1
24	48	24	24	12	21	1	1
24	72	24	24	12	21	1	1

immobilized enemies/snap_dragon.png 4 0 -1
96	0	24	24	12	21	1	1
96	24	24	24	12	21	1	1
96	48	24	24	12	21	1	1
96	72	24	24	12	21	1	1

shaking enemies/snap_dragon.png 4 50 0
96	0	24	24	12	21	2	2
96	24	24	24	12	21	2	2
96	48	24	24	12	21	2	2
96	72	24	24	12	21	2	2

hurt enemies/snap_dragon.png 4 50 0
48	0	24	24	12	21	3	3
48	24	24	24	12	21	3	3
48	48	24	24	12	21	3	3
48	72	24	24	12	21	3	3

