walking enemies/red_helmasaur.png 4 200 0
0	0	24	24	12	21	2	2
0	24	24	24	12	21	2	2
0	48	24	24	12	21	2	2
0	72	24	24	12	21	2	2

immobilized enemies/red_helmasaur.png 4 0 -1
96	0	24	24	12	21	1	1
96	24	24	24	12	21	1	1
96	48	24	24	12	21	1	1
96	72	24	24	12	21	1	1

shaking enemies/red_helmasaur.png 4 50 0
96	0	24	24	12	21	2	2
96	24	24	24	12	21	2	2
96	48	24	24	12	21	2	2
96	72	24	24	12	21	2	2

hurt enemies/red_helmasaur.png 4 50 0
48	0	24	24	12	21	3	3
48	24	24	24	12	21	3	3
48	48	24	24	12	21	3	3
48	72	24	24	12	21	3	3
