640	320	-1	-100	0	0	-1	0	village.spc
0	1	48	48	544	224	2
0	1	400	48	56	64	173
0	1	240	160	128	96	173
0	1	48	48	192	64	3
0	1	40	280	560	24	52
0	1	120	296	16	32	2
0	1	16	16	24	24	45
0	1	16	40	24	240	51
0	1	600	16	24	24	46
0	1	600	280	24	24	48
0	1	600	40	24	240	50
0	1	40	16	560	24	49
0	1	40	40	8	8	14
0	1	592	40	8	8	15
0	1	592	272	8	8	17
0	1	40	272	8	8	16
0	1	48	40	544	8	18
0	1	48	272	544	8	21
0	1	40	48	8	224	20
0	1	592	48	8	224	19
0	1	64	16	16	32	109
0	1	80	16	48	32	111
0	1	128	16	16	32	110
0	1	152	16	16	32	109
0	1	168	16	48	32	111
0	1	216	16	16	32	110
0	1	40	40	16	24	138
0	1	48	56	32	24	138
0	1	40	72	32	24	138
0	1	40	120	8	8	122
0	1	40	112	8	8	114
0	1	48	112	200	8	119
0	1	248	112	8	8	115
0	1	48	120	200	8	120
0	1	40	104	8	8	112
0	1	48	104	192	8	116
0	1	248	48	8	64	117
0	1	240	48	8	56	118
0	1	240	104	8	8	121
0	1	248	120	8	8	123
0	1	248	40	8	8	113
0	1	240	40	8	8	112
0	1	56	104	24	16	124
0	1	176	104	16	16	124
0	1	104	104	16	16	205
0	1	224	104	16	16	205
0	1	144	104	8	16	124
0	1	240	64	8	16	124
0	1	248	48	8	16	124
0	1	120	280	16	16	77
0	1	112	280	8	16	74
0	1	136	280	8	16	75
0	1	112	304	8	16	71
0	1	136	304	8	16	71
0	1	120	320	16	8	70
0	1	16	280	24	24	47
0	1	504	296	16	32	2
0	1	504	280	16	16	77
0	1	496	280	8	16	74
0	1	520	280	8	16	75
0	1	496	304	8	16	71
0	1	520	304	8	16	71
0	1	504	320	16	8	70
0	1	64	288	16	16	41
0	1	176	288	16	16	41
0	1	440	288	16	16	41
0	1	552	288	16	16	41
0	1	240	80	8	16	124
0	1	248	72	8	16	124
0	1	72	144	16	16	12
0	1	128	144	16	16	12
0	1	184	144	16	16	12
0	1	272	192	8	8	207
0	1	280	192	48	8	208
0	1	328	192	8	8	209
0	1	328	200	8	16	210
0	1	272	200	8	16	211
0	1	280	200	48	16	212
0	1	272	216	8	8	213
0	1	280	216	48	8	215
0	1	328	216	8	8	214
0	1	280	232	16	16	12
0	1	280	168	16	16	12
0	1	344	200	16	16	12
0	1	248	200	16	16	12
0	1	312	232	16	16	12
0	1	312	168	16	16	12
0	1	280	16	32	32	129
0	1	16	144	24	32	132
0	1	600	144	24	32	131
0	1	232	152	8	8	4
0	1	240	152	128	8	8
0	1	368	152	8	8	5
0	1	368	256	8	8	7
0	1	232	256	8	8	6
0	1	240	256	128	8	11
0	1	368	160	8	96	9
0	1	232	160	8	96	10
0	1	296	200	16	16	205
0	1	312	208	8	8	206
0	1	288	208	8	8	206
0	1	64	168	8	8	207
0	1	72	168	16	8	208
0	1	88	168	8	8	209
0	1	72	176	16	8	212
0	1	88	176	8	8	210
0	1	64	176	8	8	211
0	1	64	184	8	8	213
0	1	72	184	16	8	215
0	1	88	184	8	8	214
0	1	72	200	16	16	12
0	1	496	16	16	24	134
0	1	512	24	32	16	136
0	1	544	16	16	24	135
0	1	392	40	8	8	4
0	1	400	40	48	8	8
0	1	448	40	8	8	5
0	1	448	48	8	64	9
0	1	456	104	136	8	8
0	1	392	48	8	104	10
0	1	400	112	192	48	173
0	1	400	152	192	8	11
0	1	392	152	8	8	6
0	1	592	104	8	8	5
0	1	592	112	8	40	9
0	1	592	152	8	8	7
0	1	480	72	16	16	270
0	1	560	72	16	16	270
0	1	568	248	16	16	270
0	1	56	248	16	16	270
0	1	576	40	16	16	13
0	1	320	40	48	24	138
0	1	344	56	32	24	138
0	1	352	72	16	24	138
0	1	264	64	16	16	12
0	1	264	96	16	16	12
12	1	120	280	16	16	custom_obstacle_2	0	1	1	1
