320	240	-1	-100	0	0	-1	0	village.spc
0	0	16	200	24	24	47
0	0	16	16	24	24	45
0	0	16	40	24	160	51
0	0	40	200	240	24	52
0	0	280	200	24	24	48
0	0	280	40	24	160	50
0	0	280	16	24	24	46
0	0	40	16	240	24	49
0	0	40	40	240	160	2
0	0	40	40	240	160	1
0	0	128	200	8	16	74
0	0	152	200	8	16	75
0	0	128	224	8	16	71
0	0	152	224	8	16	71
0	0	136	240	16	8	70
0	0	136	208	16	32	2
0	0	136	200	16	16	77
1	0	144	213	start_position	1	0
8	0	144	157	sign	3	0	entities/sign	dialog#maison_pots.sign
4	0	48	53	0	_random	1	-1
4	0	48	69	0	_random	1	-1
4	0	64	69	0	_random	1	-1
4	0	64	53	0	_random	1	-1
4	0	80	53	0	_random	1	-1
4	0	80	69	0	_random	1	-1
4	0	48	85	0	_random	1	-1
4	0	64	85	0	_random	1	-1
4	0	80	85	0	_random	1	-1
4	0	48	101	0	_random	1	-1
4	0	48	117	0	_random	1	-1
4	0	64	117	0	_random	1	-1
4	0	64	101	0	_random	1	-1
4	0	80	101	0	_random	1	-1
4	0	80	117	0	_random	1	-1
4	0	48	133	0	_random	1	-1
4	0	64	133	0	_random	1	-1
4	0	80	133	0	_random	1	-1
4	0	48	149	0	_random	1	-1
4	0	48	165	0	_random	1	-1
4	0	64	165	0	_random	1	-1
4	0	64	149	0	_random	1	-1
4	0	80	149	0	_random	1	-1
4	0	80	165	0	_random	1	-1
4	0	48	181	0	_random	1	-1
4	0	64	181	0	_random	1	-1
4	0	80	181	0	_random	1	-1
4	0	96	53	0	_random	1	-1
4	0	96	69	0	_random	1	-1
4	0	112	69	0	_random	1	-1
4	0	112	53	0	_random	1	-1
4	0	128	53	0	_random	1	-1
4	0	128	69	0	_random	1	-1
4	0	96	85	0	_random	1	-1
4	0	112	85	0	_random	1	-1
4	0	128	85	0	_random	1	-1
4	0	96	101	0	_random	1	-1
4	0	96	117	0	_random	1	-1
4	0	112	117	0	_random	1	-1
4	0	112	101	0	_random	1	-1
4	0	128	101	0	_random	1	-1
4	0	128	117	0	_random	1	-1
4	0	96	133	0	_random	1	-1
4	0	112	133	0	_random	1	-1
4	0	128	133	0	_random	1	-1
4	0	96	149	0	_random	1	-1
4	0	96	165	0	_random	1	-1
4	0	112	165	0	_random	1	-1
4	0	112	149	0	_random	1	-1
4	0	128	149	0	_random	1	-1
