320	472	-1	-100	0	0	-1	3	cave.spc
0	0	40	344	24	64	227
0	0	48	344	208	64	3
0	0	40	408	24	24	59
0	0	64	408	192	24	226
0	0	256	408	24	24	60
0	0	256	344	24	64	225
0	0	40	344	24	64	227
0	0	64	400	8	8	214
0	0	72	400	176	8	217
0	0	248	352	8	48	219
0	0	248	344	8	8	213
0	0	248	400	8	8	215
0	0	64	344	8	8	212
0	0	64	352	8	48	218
0	0	72	344	176	8	216
0	0	40	320	24	24	57
0	0	64	320	192	24	224
0	0	256	320	24	24	58
0	0	144	328	8	24	362
0	0	168	328	8	24	362
0	0	144	408	8	16	288
0	0	168	408	8	16	287
0	0	152	328	16	24	359
0	0	152	408	16	16	351
2	0	152	408	16	16	teletransporter	0	1	2	from_piece_of_heart_cave
1	0	160	421	from_outside	1	0
19	0	152	328	stairs	1	4
19	0	152	408	stairs_2	3	2
0	1	48	176	240	144	2
0	1	232	272	48	32	340
0	1	264	272	16	32	323
0	1	232	224	48	32	340
0	1	264	224	16	32	323
0	1	48	48	224	48	2
0	1	40	96	240	80	340
0	1	264	96	16	80	323
0	1	112	424	96	8	414
0	1	232	256	24	32	340
0	1	144	320	32	8	363
0	1	272	48	8	48	182
0	1	40	48	8	48	181
0	1	16	16	24	24	45
0	1	40	16	240	24	49
0	1	280	16	24	24	46
0	1	40	312	8	8	16
0	1	40	40	8	8	14
0	1	272	312	8	8	17
0	1	272	40	8	8	15
0	1	48	40	224	8	179
0	1	40	40	8	8	14
0	1	272	176	8	48	182
0	1	40	176	8	144	181
0	1	280	432	24	24	48
0	1	40	432	240	24	52
0	1	16	432	24	24	47
0	1	16	40	24	400	51
0	1	40	96	16	80	321
0	1	272	312	8	8	69
0	1	248	312	24	8	70
0	1	240	312	8	8	69
0	1	72	312	8	8	69
0	1	48	312	24	8	70
0	1	40	312	8	8	69
0	1	232	224	8	8	328
0	1	240	224	40	8	332
0	1	232	232	8	64	333
0	1	232	296	8	8	329
0	1	240	296	40	8	334
0	1	248	256	8	16	335
0	1	248	248	8	8	336
0	1	256	248	24	8	334
0	1	248	272	8	8	339
0	1	256	272	24	8	332
0	1	280	40	24	400	50
0	1	144	424	32	8	312
0	1	40	96	240	8	332
0	1	40	168	240	8	334
0	1	272	256	8	16	182
3	1	104	85	piece_of_heart	1	-1
3	1	120	85	piece_of_heart	1	-1
3	1	136	85	piece_of_heart	1	-1
3	1	152	85	piece_of_heart	1	-1
3	1	168	85	piece_of_heart	1	-1
3	1	184	85	piece_of_heart	1	-1
3	1	184	69	piece_of_heart	1	-1
3	1	168	69	piece_of_heart	1	-1
3	1	152	69	piece_of_heart	1	-1
3	1	136	69	piece_of_heart	1	-1
3	1	200	85	piece_of_heart	1	-1
3	1	216	85	piece_of_heart	1	-1
3	1	232	85	piece_of_heart	1	-1
3	1	232	69	piece_of_heart	1	-1
3	1	216	69	piece_of_heart	1	-1
3	1	200	69	piece_of_heart	1	-1
3	1	56	85	piece_of_heart	1	-1
3	1	72	85	piece_of_heart	1	-1
3	1	88	85	piece_of_heart	1	-1
3	1	88	69	piece_of_heart	1	-1
3	1	72	69	piece_of_heart	1	-1
3	1	56	69	piece_of_heart	1	-1
3	1	104	69	piece_of_heart	1	-1
3	1	120	69	piece_of_heart	1	-1
3	1	248	69	piece_of_heart	1	-1
3	1	248	85	piece_of_heart	1	-1
3	1	264	69	piece_of_heart	1	-1
3	1	264	85	piece_of_heart	1	-1
12	1	48	80	224	16	custom_obstacle	1	1	1	1
8	1	64	197	sign	3	0	entities/sign	dialog#caverne_fragments.sign
6	1	176	320	64	8	jump_sensor	6	40
6	1	80	320	64	8	jump_sensor_2	6	40
15	1	48	208	224	16	1
14	1	264	269	crystal_switch
12	1	168	320	8	32	custom_obstacle_3	1	1	1	1
12	1	144	320	8	32	custom_obstacle_4	1	1	1	1
14	1	264	197	crystal_switch_2
0	2	0	456	320	16	170
0	2	0	0	16	456	170
0	2	304	16	16	440	170
0	2	16	0	304	16	170
0	2	152	424	16	8	347
