1536	912	1	1	1536	1136	205	8	same
0	0	248	344	304	48	320
0	0	248	336	304	8	311
0	0	72	120	176	272	320
0	0	72	392	480	8	312
0	0	72	288	48	8	311
0	0	120	112	128	8	311
0	0	72	512	176	8	311
0	0	40	512	24	112	235
0	0	256	88	24	24	58
0	0	112	88	144	24	232
0	0	40	264	24	24	57
0	0	88	88	24	24	57
0	0	88	112	24	160	235
0	0	64	264	32	24	232
0	0	88	264	24	24	68
0	0	560	312	24	24	58
0	0	256	112	24	208	233
0	0	272	312	288	24	232
0	0	560	400	24	24	60
0	0	560	336	24	64	233
0	0	256	560	24	24	60
0	0	256	512	24	48	233
0	0	64	400	496	24	234
0	0	256	312	24	24	67
0	0	40	624	24	24	59
0	0	64	624	48	24	234
0	0	40	288	24	112	235
0	0	176	96	16	24	290
0	0	168	96	8	24	288
0	0	192	96	8	24	289
0	0	48	560	16	16	82
0	0	48	336	16	16	82
0	0	40	488	24	24	57
0	0	64	488	192	24	232
0	0	256	488	24	24	58
0	0	40	400	24	24	59
0	0	48	328	16	8	78
0	0	48	352	16	8	80
0	0	48	552	16	8	78
0	0	48	576	16	8	80
0	0	152	496	16	24	290
0	0	144	496	8	24	288
0	0	168	496	8	24	289
0	0	152	392	16	24	302
0	0	144	392	8	24	300
0	0	168	392	8	24	301
0	0	64	512	8	8	307
0	0	248	552	8	8	309
0	0	248	512	8	8	308
0	0	64	616	8	8	310
0	0	64	520	8	96	313
0	0	72	616	32	8	312
0	0	248	520	8	32	314
0	0	72	520	32	96	320
0	0	456	320	16	24	290
0	0	472	320	8	24	289
0	0	448	320	8	24	288
0	0	112	112	8	8	307
0	0	248	112	8	8	308
0	0	64	288	8	8	307
0	0	64	392	8	8	310
0	0	248	120	8	224	314
0	0	112	120	8	176	313
0	0	64	296	8	96	313
0	0	248	336	8	8	316
0	0	552	336	8	8	308
0	0	552	344	8	48	314
0	0	552	392	8	8	309
0	0	0	336	48	16	320
0	0	0	328	40	8	70
0	0	0	352	40	8	70
0	0	0	560	48	16	320
0	0	0	552	40	8	70
0	0	0	576	40	8	70
0	0	112	624	24	24	60
0	0	112	576	24	48	233
0	0	128	560	128	24	234
0	0	104	520	144	32	320
0	0	104	552	144	8	312
0	0	104	552	8	64	314
0	0	104	616	8	8	309
0	0	112	560	24	24	65
0	0	104	552	8	8	317
0	0	112	288	8	8	315
2	0	-16	0	16	912	teletransporter	0	2	66	_side
2	0	0	-16	1536	16	teletransporter_2	0	2	65	_side
19	0	176	96	stairs	1	4
19	0	152	496	stairs_2	1	4
19	0	152	400	stairs_3	3	4
19	0	456	320	stairs_4	1	4
9	0	72	333	block	-1	0	1
9	0	88	333	block_2	-1	0	1
9	0	104	333	block_3	-1	0	1
9	0	120	333	block_4	-1	0	1
9	0	136	333	block_5	-1	0	1
9	0	152	333	block_6	-1	0	1
9	0	168	333	block_7	-1	0	1
9	0	184	333	block_8	-1	0	1
9	0	200	333	block_9	-1	0	1
9	0	216	333	block_10	-1	0	1
9	0	232	333	block_11	-1	0	1
9	0	248	333	block_12	-1	0	1
9	0	88	365	block_14	-1	0	1
9	0	104	365	block_15	-1	0	1
9	0	120	365	block_16	-1	0	1
9	0	136	365	block_17	-1	0	1
9	0	152	365	block_18	-1	0	1
9	0	168	365	block_19	-1	0	1
9	0	184	365	block_20	-1	0	1
9	0	200	365	block_21	-1	0	1
9	0	216	365	block_22	-1	0	1
9	0	232	365	block_23	-1	0	1
9	0	232	381	block_27	-1	0	1
9	0	216	397	block_28	-1	0	1
9	0	248	381	block_24	-1	0	1
9	0	248	365	block_26	-1	0	1
9	0	72	397	block_29	-1	0	1
9	0	72	365	block_13	-1	0	1
9	0	88	381	block_25	-1	0	1
9	0	72	381	block_30	-1	0	1
9	0	88	397	block_31	-1	0	1
0	1	40	520	8	96	443
0	1	16	16	24	24	45
0	1	280	16	24	24	46
0	1	280	40	24	208	50
0	1	16	40	24	608	51
0	1	40	16	240	24	49
0	1	16	648	24	24	47
0	1	136	648	24	24	48
0	1	40	648	96	24	52
0	1	408	16	24	24	45
0	1	496	16	24	24	46
0	1	408	200	24	24	47
0	1	496	200	24	24	48
0	1	432	200	64	24	52
0	1	496	40	24	160	50
0	1	408	40	24	160	51
0	1	432	16	64	24	49
0	1	432	40	8	8	14
0	1	488	40	8	8	15
0	1	488	192	8	8	17
0	1	432	192	8	8	16
0	1	440	40	48	8	179
0	1	440	192	48	8	236
0	1	488	48	8	144	238
0	1	432	48	8	144	237
0	1	440	48	48	144	319
0	1	584	240	24	24	46
0	1	584	424	24	24	48
0	1	296	240	288	24	49
0	1	24	112	16	16	82
0	1	24	104	16	8	78
0	1	24	128	16	8	80
0	1	40	40	240	48	319
0	1	40	88	48	176	319
0	1	584	264	24	160	50
0	1	280	440	24	144	50
0	1	296	424	288	24	52
0	1	280	240	24	24	55
0	1	280	424	24	24	53
0	1	168	88	32	8	287
0	1	40	424	240	64	319
0	1	40	40	8	224	237
0	1	48	40	224	8	179
0	1	272	40	8	48	238
0	1	272	40	8	8	15
0	1	40	40	8	8	14
0	1	40	256	8	8	69
0	1	80	256	8	8	69
0	1	80	112	8	8	69
0	1	80	80	8	8	69
0	1	112	80	8	8	69
0	1	240	80	8	8	69
0	1	272	80	8	8	69
0	1	48	256	32	8	70
0	1	88	80	24	8	70
0	1	248	80	24	8	70
0	1	80	88	8	24	71
0	1	40	296	8	96	443
0	1	40	328	8	32	160
0	1	40	552	8	32	160
0	1	144	488	32	8	287
0	1	144	416	32	8	299
0	1	40	424	8	8	69
0	1	64	424	8	8	69
0	1	48	424	16	8	70
0	1	40	480	8	8	69
0	1	64	480	8	8	69
0	1	48	480	16	8	70
0	1	248	480	8	8	69
0	1	272	480	8	8	69
0	1	256	480	16	8	70
0	1	248	424	8	8	69
0	1	272	424	8	8	69
0	1	256	424	16	8	70
0	1	280	264	304	48	319
0	1	280	264	304	8	179
0	1	576	264	8	48	238
0	1	576	264	8	8	15
0	1	576	304	8	8	69
0	1	552	304	8	8	69
0	1	560	304	16	8	70
0	1	448	312	32	8	287
0	1	-8	112	32	16	319
0	1	0	104	16	8	70
0	1	0	128	16	8	70
0	1	456	200	16	16	77
0	1	456	248	16	16	76
0	1	472	248	8	16	73
0	1	448	248	8	16	72
0	1	472	200	8	16	75
0	1	448	200	8	16	74
0	1	280	584	24	24	48
0	1	152	584	128	24	52
0	1	136	600	24	48	50
0	1	136	584	24	24	53
0	1	456	216	16	32	319
0	1	448	224	8	16	71
0	1	472	224	8	16	71
0	1	40	432	8	48	237
0	1	272	432	8	48	238
0	1	584	352	24	32	406
0	1	280	264	8	8	69
0	1	280	304	8	8	69
0	1	280	272	8	32	71
2	1	-16	0	16	912	teletransporter_3	0	2	66	_side
2	1	0	-16	1536	16	teletransporter_4	0	2	65	_side
12	1	168	88	8	32	custom_obstacle	1	1	1	1
12	1	192	88	8	32	custom_obstacle_2	1	1	1	1
12	1	144	488	8	32	custom_obstacle_3	1	1	1	1
12	1	168	488	8	32	custom_obstacle_4	1	1	1	1
12	1	144	392	8	32	custom_obstacle_5	1	1	1	1
12	1	168	392	8	32	custom_obstacle_6	1	1	1	1
12	1	448	312	8	32	custom_obstacle_7	1	1	1	1
12	1	472	312	8	32	custom_obstacle_8	1	1	1	1
6	1	120	88	48	8	jump_sensor	6	40
6	1	200	88	40	8	jump_sensor_2	6	40
6	1	288	312	160	8	jump_sensor_3	6	40
6	1	480	312	72	8	jump_sensor_4	6	40
6	1	88	120	8	136	jump_sensor_5	0	40
6	1	72	416	72	8	jump_sensor_6	2	40
6	1	72	488	72	8	jump_sensor_7	6	40
6	1	176	488	72	8	jump_sensor_8	6	40
6	1	176	416	72	8	jump_sensor_9	2	40
8	1	464	37	interactive_entity_2	3	0	entities/hint_stone	dialog#dungeon_1.big_code
7	1	464	64	enemy	3	bubble	0	-1	_random	1	-1
10	1	96	96	176	176	water	446	1
10	1	48	272	224	144	water_2	446	1
10	1	272	320	304	96	water_3	446	1
10	1	576	352	8	32	water_5	477	1
10	1	584	360	8	16	water_4	478	1
5	1	256	432	chest	0	small_key	1	245
0	2	408	216	96	8	438
0	2	408	240	96	8	437
0	2	0	672	1536	240	170
0	2	608	0	928	672	170
0	2	304	448	304	224	170
0	2	16	0	592	16	170
