320	240	-1	-100	0	0	-1	0	village.spc
0	0	64	56	192	48	3
0	0	64	64	8	8	26
0	0	72	64	176	8	30
0	0	248	104	8	8	29
0	0	248	104	8	8	29
0	0	72	104	176	8	33
0	0	40	40	24	24	57
0	0	256	40	24	24	58
0	0	64	40	192	24	195
0	0	40	112	24	24	59
0	0	40	64	24	48	197
0	0	256	64	24	48	199
0	0	256	112	24	24	60
0	0	64	112	192	24	200
0	0	88	104	16	24	257
0	0	80	104	8	24	255
0	0	104	104	8	24	256
0	0	168	104	8	24	256
0	0	152	104	16	24	257
0	0	144	104	8	24	255
0	0	224	104	8	24	255
0	0	232	104	16	24	257
0	0	248	104	8	24	256
0	0	184	64	8	40	71
0	0	184	104	8	8	69
0	0	184	64	8	8	69
0	0	64	40	16	32	109
0	0	80	40	80	32	111
0	0	160	40	16	32	110
0	0	64	104	8	8	28
0	0	248	64	8	8	27
0	0	64	72	8	32	32
0	0	248	72	8	32	31
0	0	192	64	32	40	125
8	0	240	85	boulet	3	1	npc/newlink1	dialog#maison_boulet.boulet
19	0	88	112	stairs	3	4
19	0	152	112	stairs_2	3	4
19	0	232	112	stairs_3	3	4
5	0	64	72	fakechest	0	_none	1	11
0	1	80	128	32	8	254
0	1	144	128	32	8	254
0	1	224	128	32	8	254
0	1	16	200	24	24	47
0	1	16	200	24	24	47
0	1	280	200	24	24	48
0	1	40	200	240	24	52
0	1	40	136	240	64	2
0	1	136	136	8	8	69
0	1	136	192	8	8	69
0	1	136	144	8	48	71
0	1	176	136	16	32	42
0	1	192	136	16	32	44
0	1	208	136	16	32	43
0	1	72	200	16	16	77
0	1	64	200	8	16	74
0	1	88	200	8	16	75
0	1	40	192	8	8	16
0	1	272	192	8	8	17
0	1	48	192	224	8	21
0	1	40	144	8	48	20
0	1	272	144	8	48	19
0	1	256	136	8	8	69
0	1	264	136	8	8	70
0	1	272	136	8	8	69
0	1	280	40	24	160	50
0	1	40	16	240	24	49
0	1	16	40	24	160	51
0	1	16	16	24	24	45
0	1	280	16	24	24	46
0	1	40	136	8	8	69
0	1	48	136	8	8	70
0	1	56	136	8	8	69
0	1	136	192	8	8	69
0	1	72	216	16	32	2
0	1	64	224	8	16	71
0	1	88	224	8	16	71
0	1	72	240	16	8	70
1	1	80	213	start_position	1	0
12	1	144	104	8	32	custom_obstacle	1	1	1	1
12	1	168	104	8	32	custom_obstacle_2	1	1	1	1
12	1	80	104	8	32	custom_obstacle_3	1	1	1	1
12	1	104	104	8	32	custom_obstacle_4	1	1	1	1
12	1	224	104	8	32	custom_obstacle_5	1	1	1	1
12	1	248	104	8	32	custom_obstacle_6	1	1	1	1
6	1	112	128	24	8	jump_sensor	2	40
6	1	64	128	16	8	jump_sensor_2	2	40
2	1	72	224	16	16	teletransporter_2	0	1	1	stupid_guy_house_out
0	2	32	216	96	8	263
0	2	0	0	16	240	170
0	2	304	0	16	224	170
0	2	16	0	288	16	170
0	2	16	224	304	16	170
0	2	64	216	32	8	153
